-1.9635,1.9795
-2.1585,2.2404
-2.0594,1.813
-1.8718,1.9369
-2.1087,1.7458
-2.143,1.8556
-2.3466,1.7629
-2.055,2.0562
-2.2033,2.2795
-2.1695,1.9119
-1.8485,1.9791
-2.1668,2.4382
-2.1946,2.1585
-1.8774,1.4424
-1.9538,2.2968
-2.1772,2.0772
-2.018,2.0085
-2.2689,2.0565
-2.1804,2.1559
-1.6676,1.7125
-1.6096,1.7746
-1.7954,1.7994
-1.7322,1.895
-1.6247,2.0427
-1.929,1.8771
-1.7526,2.4355
-2.0359,1.9835
-2.4096,1.7485
-2.0266,1.7997
-2.3759,1.7549
-1.6533,2.1646
-1.9059,1.9578
-1.9718,2.1926
-2.1467,1.9312
-1.7461,1.8871
-1.9412,1.5693
-2.0071,1.9865
-2.0609,2.0965
-1.9424,2.0126
-2.1281,2.0399
-2.0738,1.995
-2.0207,2.0662
-1.5842,2.2423
-1.8848,2.1146
-1.8393,1.6077
-2.4018,2.2811
-1.8402,2.2056
-1.7793,2.1532
-1.8674,2.2565
-2.0097,2.1625
-1.5685,2.0388
-2.0414,1.9061
-2.0857,1.8125
-2.3393,2.0462
-2.225,1.6179
-2.2012,2.0496
-2.3274,2.0327
-2.4107,2.1388
-2.1863,1.707
-1.9727,2.0639
-2.1706,1.8609
-2.1797,1.8581
-2.3495,2.345
-1.8134,2.3777
-2.0085,1.8499
-1.7602,2.2075
-1.9081,2.2342
-2.023,1.972
-1.934,1.9634
-2.0232,2.0567
-1.8364,1.8713
-2.2096,1.6931
-1.7134,2.1337
-2.0009,1.758
-1.9706,2.1399
-1.8737,2.2957
-2.3686,2.1649
-1.7741,2.2777
-2.0088,1.8354
-2.1089,1.9765
-2.0601,1.8603
-2.0843,2.2647
-2.0148,1.9118
-2.1908,1.9716
-2.3549,2.2542
-1.6006,2.3269
-1.8944,1.7858
-2.2331,1.9384
-1.6855,2.0362
-1.8278,1.9521
-2.3111,2.2512
-2.3148,2.0091
-1.7441,1.9484
-1.9361,2.1674
-2.2052,1.7448
-1.787,1.8901
-1.9453,2.1532
-2.1817,1.7313
-1.8649,2.2968
-2.1573,1.8997
-2.1473,1.8924
-2.277,1.8017
-1.8016,2.1363
-1.6604,2.3023
-1.8369,1.7859
-2.1414,1.856
-1.7911,2.3742
-2.4666,2.2627
-1.8786,1.8364
-1.71,2.1934
-2.1086,1.5165
-1.8507,1.9527
-1.5141,1.9895
-2.0144,1.762
-1.8984,1.9506
-1.7822,1.9816
-1.982,2.1507
-2.3777,1.9296
-2.0775,2.1467
-1.901,2.0495
-2.0268,1.8729
-1.9722,1.709
-2.0656,1.9478
-1.9266,1.9267
-2.0099,1.8686
-2.0281,2.1073
-2.3716,2.1761
-2.0507,2.0101
-2.1205,1.7363
-2.2115,1.6326
-1.5086,2.2222
-2.2644,1.9924
-1.804,1.9659
-2.1359,1.9344
-1.5373,2.0897
-1.8832,2.016
-1.839,2.0923
-1.9656,1.6695
-2.1992,2.11
-1.9079,2.4557
-2.424,2.1966
-2.0232,2.0485
-2.1422,1.9935
-2.244,1.6894
-2.0553,1.9765
-1.5799,1.7797
-2.2372,1.7379
-1.8453,1.8765
-1.9146,1.9602
-2.295,1.5873
-1.8059,2.3879
-2.1001,1.9247
-1.5963,1.9057
-1.9443,2.0061
-2.0559,1.7559
-1.6655,2.2505
-2.0346,1.9453
-1.9821,2.5148
-2.0774,1.9598
-1.7408,2.1497
-1.9122,2.2145
-1.9996,2.1665
-2.2137,2.3149
-2.471,2.226
-1.8467,2.1078
-1.9942,2.0271
-1.8281,2.1853
-2.3933,2.051
-1.8725,1.7879
-2.1826,2.1423
-1.8629,1.9786
-1.522,2.1585
-2.109,2.0495
-1.8851,2.2648
-2.0974,2.186
-1.6396,1.8402
-1.7753,2.1939
-1.8304,2.1953
-1.9096,2.2792
-2.1242,1.9602
-2.0212,1.7918
-2.0792,2.0742
-1.7867,1.8811
-2.1396,1.9906
-2.0473,2.159
-1.9219,1.9281
-2.3389,2.1428
-2.3132,1.7429
-1.8156,1.7439
-2.0007,2.1656
-2.0696,1.8765
-2.2621,2.2667
-1.7519,1.6319
-1.9803,1.9686
-1.6916,2.1548
-1.8614,1.6292
-1.7947,1.7229
-2.0784,2.2857
-2.0721,2.3948
-1.7545,2.1666
-0.73234,-2.0858
0.089805,-1.3954
-0.47762,-2.0345
-0.22536,-1.747
0.42262,-3.4361
-0.79777,-1.5694
0.060337,-1.3325
-0.64582,-2.4222
-0.58736,-2.7278
1.6595,-1.7447
0.57658,-2.1057
0.56277,-1.8183
0.24648,-2.0184
-0.94308,-2.5839
-0.043133,-1.3819
-0.32635,-2.181
-1.4005,-1.0388
0.0046532,-2.0987
-0.60522,-0.79601
0.17686,-2.4466
-0.40364,-2.7941
0.74148,-2.4639
0.40617,-1.5232
-0.74307,-1.6722
0.40309,-1.6791
0.29782,-0.94872
-0.24259,-1.6033
0.24765,-2.7981
-0.19992,-2.3411
0.27097,-3.0737
0.055263,-1.6264
-0.56439,-0.92107
-1.6884,-1.8272
0.56111,-2.9321
-0.25141,-2.1584
-0.412,-1.4226
-0.43356,-1.3638
1.0246,-1.7266
-0.26122,-2.7408
1.3566,-3.0844
-0.2093,-1.7439
-0.46197,-2.1588
-0.36277,-2.4701
0.054651,-1.4249
-0.41875,-1.9928
-0.35941,-1.9996
-0.61765,-1.9444
-0.25193,-0.85358
0.0097314,-2.9858
-0.68746,-2.2304
-0.28302,-2.2752
0.27596,-1.5463
0.099173,-1.6651
-0.043122,-2.3987
0.024433,-1.1926
0.57034,-2.4686
-0.094522,-1.8787
0.40756,-1.8853
0.55213,-2.3301
0.24878,-0.53251
0.13739,-0.71932
-0.4455,-1.7156
-0.64605,-0.46969
0.010049,-3.1183
-1.1591,-1.0345
0.93687,-1.9686
0.10453,-2.31
-0.1657,-2.1048
0.34917,-2.947
0.22873,-2.3354
-0.53397,-2.5899
-0.14476,-1.4408
-0.39258,-2.6413
0.30742,-0.035165
0.77532,-2.9016
-0.90938,-1.7325
-0.48703,-1.5529
-0.41625,-1.7784
-0.66374,-2.4102
-0.6687,-2.4154
-0.050078,-2.849
-0.24593,-1.2734
0.06329,-1.7803
-1.0752,-2.7657
-0.27161,-2.4838
0.2367,-1.7837
0.14418,-1.7352
-0.44642,-1.9008
-0.37019,-2.944
-0.32171,-1.8634
-0.676,-2.4612
-0.52837,-2.3497
-0.041699,-1.5446
-0.026643,-2.5187
-0.010347,-2.7867
1.2615,-2.5791
0.31379,-1.6151
-0.22453,-1.772
0.68046,-2.3586
0.16233,-1.0979
-0.61025,-2.4213
0.45717,-2.2558
-0.31566,-2.7114
-0.01677,-1.5887
0.055473,-1.764
-0.44035,-2.68
0.22758,-2.2839
0.084663,-2.3037
-0.14045,-1.3735
0.28149,-1.9602
0.70626,-2.5128
0.47832,-2.4448
-0.20626,-1.4355
0.26878,-2.9617
-0.62337,-2.2046
-0.57103,-1.8804
0.49934,-2.4034
-0.34416,-2.101
0.083227,-2.0101
-0.0974,-2.3103
-0.69868,-0.95499
0.15771,-2.2396
0.56517,-2.0637
0.33943,-2.1297
0.41541,-2.1356
-0.37358,-1.5388
-0.31921,-1.6422
-0.065482,-2.662
0.26771,-2.2829
